email,partner_name,event_type,literary,palce,city,type,title,body,start_date,start_time,end_date,end_time,,speaker,docs
al_otaibi007@hotmail.com,مقهى انسبيريشن,ورشة عمل,النثر الخيالي,الرياض,الرياض,فعالية,الأدب الصحفي,كتابة المقال الصحفي اختزال التغريدات الهادفة صناعةالمحتوى الإعلامي ادب المشاركة,11/27/2023,8:00 PM,11/27/2023,10:00 PM,,صالح المسلم,https://firebasestorage.googleapis.com/v0/b/domais-events-management.appspot.com/o/users%2FcTTb2I4I27aMDNb15cXppHkYW542%2Fuploads%2F1701107905339000.mp4?alt=media&token=d5ca43ff-fa69-45ab-89ed-6e4bee3b1985
horacafesa@gmail.com,مقهى اورا,حلقة نقاشية,النثر الغير خيالي,المدينة المنورة,ينبع,فعالية,خصائص البنية الحديثة في البناء السردي,خصائص البنية الحديثة في البناء السردي,9/3/2023,8:00 PM,9/3/2023,10:00 PM,,د. ناصر الحميد,https://photos.app.goo.gl/3L8xLVhrEF31pHu5A
horacafesa@gmail.com,مقهى اورا,حلقة نقاشية,النثر الغير خيالي,المدينة المنورة,ينبع,فعالية,رواية فخاخ الرائحة,تحليل رواية فخاخ الرائحة,9/3/2023,8:00 PM,9/3/2023,10:00 PM,,د. ناصر الحميد,https://photos.app.goo.gl/3L8xLVhrEF31pHu5A
horacafesa@gmail.com,مقهى اورا,أمسية شعرية,الشعر,المدينة المنورة,ينبع,فعالية,فن الحوار,التعريف بأساليب فن الحوار والنقاش,9/6/2023,8:00 PM,9/6/2023,10:00 PM,,د. يعقوب بشاوري,https://photos.app.goo.gl/ZBjG6TVJFxRkB2yu6
horacafesa@gmail.com,مقهى اورا,ورشة عمل,النثر الغير خيالي,المدينة المنورة,ينبع,مساهمة,مساهمة في نشر ثقافةالقراءة من خلال الكتابة على الأكواب,,9/25/2023,8:00 PM,9/25/2023,10:00 PM,,أورا كافيه,https://streamable.com/sww94l
horacafesa@gmail.com,مقهى اورا,حلقة نقاشية,النثر خيالي,المدينة المنورة,ينبع,فعالية,أمسية شعرية,قصائد شعرية من ديوان الشاعرة,9/13/2023,8:00 PM,9/13/2023,10:00 PM,,الشاعرة/ منى الحجيلي,https://streamable.com/l8iv0q
horacafesa@gmail.com,مقهى اورا,ورشة عمل,النثر الغير خيالي,المدينة المنورة,ينبع,فعالية,الخط العربي,تعليم أساسيات الخط العربي وأنواعه,9/13/2023,8:00 PM,9/13/2023,10:00 PM,,خالد الحارثي,https://streamable.com/gx27sx
horacafesa@gmail.com,مقهى اورا,حلقة نقاشية,ادب الأطفال و اليافعين,المدينة المنورة,ينبع,فعالية,مناقشة كتاب (من القلب للقلب),مناقشة لأهم محاور الكتاب ثم توقيع الكتاب للجمهور والأسئلة,9/18/2023,8:00 PM,9/18/2023,10:00 PM,,مرام الحربي,https://streamable.com/8xvuqp
horacafesa@gmail.com,مقهى اورا,ورشة عمل,النثر الغير خيالي,المدينة المنورة,ينبع,فعالية,امسية الخط العربي,امسية الخط العربي,9/27/2023,8:00 PM,9/27/2023,10:00 PM,,خالد صديق,https://streamable.com/a8h5wc
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,الشعر,المدينة المنورة,ينبع,فعالية,مسرح خيال الظل,مسرحية وطنية بخيال الظل للأطفال,9/19/2023,8:00 PM,9/19/2023,10:00 PM,,ملكة بانجاه,https://streamable.com/tegr1g
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,الشعر,المدينة المنورة,ينبع,فعالية,صوتك بصمة,كيف بدأ التدوين ومراحل الكتابة وأدوات الكتاب قديمًا وحديثًا,9/20/2023,8:00 PM,9/20/2023,10:00 PM,,محمد عداوي,https://streamable.com/zio9a6
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,الشعر,المدينة المنورة,ينبع,فعالية,حوار ثقافي,مصفوفة التقدم,10/4/2023,8:00 PM,10/4/2023,10:00 PM,,صلاح الرفاعي,https://drive.google.com/drive/folders/1QUdA0S6_IlFvYALm6DBG4widGSj9FNeS?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,الشعر,المدينة المنورة,ينبع,فعالية,حوار منى لافي,نصوص قصصية وأدبية من كتابة الكاتبة,10/11/2023,8:00 PM,10/11/2023,10:00 PM,,منى لافي,https://drive.google.com/drive/folders/1Co6Nj4V5sQIuzWVGvnMCDyhYVfqwH60L?usp=drive_link
horacafesa@gmail.com,مقهى اورا,ورشة عمل,الروايات,المدينة المنورة,ينبع,فعالية,مقهى القراءة,بالشراكة الاجتماعيه مع اداره التعليم مع فريق تطوعي من الثانويه الخامسه ومع الصحه المدرسيه في اليوم العالمى لإلتهاب المفاصل وعمل جو استرخاء يساعد على القراءه ويتواجد كتب ملهمه والعاب ثقافيه مع استعاره بعض الكتب من زوار التاريخيه للقراءه في اجواء هادئه في حديقه التاريخيه و التحدث مع الزوار عن القراء وفوائدها وتأثير القراءه على الصحه النفسيه والجسديه والتحدث مع الزوار واعطائهم نبذه عن الشريك الادبي,10/12/2023,8:00 PM,10/12/2023,10:00 PM,,رانية عوض اللبدي,https://drive.google.com/drive/folders/1yBqUxPTaIUcgZdmzD5TDsGt9bRS5H0n2?usp=drive_link
horacafesa@gmail.com,مقهى اورا,ورشة عمل,الروايات,المدينة المنورة,ينبع,فعالية,لقاء أحمد الهذلي,قصائد شعرية من كتابة الشاعر,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,الشاعر/ أحمد الهذلي,https://drive.google.com/drive/folders/1zpzHqERtQNdKbn1KWsAkqLnw2YiksoGo?usp=drive_link
horacafesa@gmail.com,مقهى اورا,ورشة عمل,الروايات,المدينة المنورة,ينبع,فعالية,أساسيات الخط العربي الجزء الأول,الخط العربي تاريخ الخط الكوفي ونماذجه,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,الخطاط/ خالد صديق,https://drive.google.com/drive/folders/1WUXJ7oU2bJMhYxX5lA6hzzcmBrmd0Vig?usp=drive_link
horacafesa@gmail.com,مقهى اورا,ورشة عمل,الروايات,المدينة المنورة,ينبع,فعالية,أساسيات الخط العربي الجزء الثاني,كتابة الخط العربي قديمًا,10/15/2023,8:00 PM,10/15/2023,10:00 PM,,الخطاط/ خالد صديق,https://drive.google.com/drive/folders/1WUXJ7oU2bJMhYxX5lA6hzzcmBrmd0Vig?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,الروايات,المدينة المنورة,ينبع,فعالية,مبادئ الخط العربي الجزء الأول,أنواع الخطوط العربية,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,الخطاط/ خالد صديق,https://drive.google.com/drive/folders/1e3cU4Z9XC23zL8-sDGcJ09tx79FWTUz-?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,ادب الأطفال و اليافعين,المدينة المنورة,ينبع,فعالية,مبادئ الخط العربي الجزء الثاني,أمكان نشأة الخطوط العربية,10/22/2023,8:00 PM,10/22/2023,10:00 PM,,الخطاط/ خالد صديق,https://drive.google.com/drive/folders/1M359nIw1jLr5jygkafZ6slhBtfM8IBKB?usp=drive_link
horacafesa@gmail.com,مقهى اورا,ورشة عمل,فلسفة,المدينة المنورة,ينبع,فعالية,فن القراءة,فن القراءة والقراءة النقدية وطريقة قراءة الكتب الطويلة والروايات,10/26/2023,8:00 PM,10/26/2023,10:00 PM,,د. حمد الباحوث,https://drive.google.com/drive/folders/1UMgKKgIGe6k1swEa4w624ZekOD5wGNz_?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,دراسات,المدينة المنورة,ينبع,فعالية,قصص أدبية للأطفال,قصص لتعزيزالقراءة لدى الأطفال,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,رانيه اللبدي,https://drive.google.com/drive/folders/1J7f0kQ8MLhAWNTv7Io_b7pTB-hkOv1yG?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,الادب المصور,المدينة المنورة,ينبع,مساهمة,توزيع عبارات ادبية من الكاتبة منى,توزيع عبارات ادبية من الكاتبةمنى,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,اورا كافيه,https://streamable.com/i2pvwx
horacafesa@gmail.com,مقهى اورا,ورشة عمل,دراسات,المدينة المنورة,ينبع,فعالية,تدشين كتاب (فلسفة الانمي),تدشين كتاب (فلسفة الأنمي) الابعاد الرمزية في المسلسلات الكارتونية مع الضيف الكاتب سمير السيد ومناقشة الكتاب مع الضيوف,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,أ.سمير السيد,https://drive.google.com/drive/folders/1KZaeWKwNg7LKXJBuOnZI2Wh9jq2BJUol?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,الشعر,المنطقة الشرقية,الدمام,فعالية,أمسية شعرية وطنية,أديم الأنصاري - زهراء الشوكاني - عبدالمحسن الشهري - عبدالوهاب الفارس - هدى المبارك,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,عبدالعزيز السويدان,https://we.tl/t-6aM2iBi4yI
horacafesa@gmail.com,مقهى اورا,ورشة عمل,دراسات,المنطقة الشرقية,الدمام,فعالية,بقلم سعودي,استضافة كاتب سعودي للتعريف بمؤلفاته واستعراض محتواها,9/19/2023,8:00 PM,9/19/2023,10:00 PM,,عبدالوهاب النامي,https://we.tl/t-4F3uDuNsam
horacafesa@gmail.com,مقهى اورا,ورشة عمل,دراسات,المنطقة الشرقية,الدمام,مساهمة,قهوة وحرف,إقامة ركن مكتبة في المقهى دائم,9/30/2023,8:00 PM,9/30/2023,10:00 PM,,-,https://we.tl/t-O4bdcjCXct
horacafesa@gmail.com,مقهى اورا,ورشة عمل,دراسات,المنطقة الشرقية,الدمام,مساهمة,نحلم ونحقق,الاحتفاء باليوم الوطني السعودي عن طريق توزيع فاصل كتاب وهديه متعلقة باليوم الوطني,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,-,https://we.tl/t-KrHqcCNUNp
horacafesa@gmail.com,مقهى اورا,ورشة عمل,دراسات,المنطقة الشرقية,الدمام,فعالية,نادي الكتاب,مناقشة كتاب الشهر بعنوان حياتي لأحمد أمين,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,عبدالعزيز السويدان,https://drive.google.com/drive/folders/1qpTCY4qXo4k1iOVidrL_Q2xavCHH2Gdh?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,النثر الغير خيالي,المنطقة الشرقية,الدمام,فعالية,معارض الكتب,يحدثنا الضيف عن كيفية الاستفادة من معارض الكتب- مع استعراض شيء من تجاربه,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,عبدالملك العواثم,https://drive.google.com/drive/folders/13kOajjYO39geVFzo1AZjbyiqXL5ll-gd?usp=drive_link
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,ادب الأطفال واليافعين,المنطقة الشرقية,الدمام,مساهمة,أدب وفن,يشارك زوار المقهى في اكمال رسمة والتي تتضمن عبارة ادبية,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,-,https://we.tl/t-UDZfySKyaw
horacafesa@gmail.com,مقهى اورا,جلسة حوارية,دراسات,المنطقة الشرقية,الدمام,مساهمة,أديب السكة,يشارك زوار المقهى أجمل العبارات الادبية عن القهوة و الأدب ويتم عرض أجمل العبارات داخل المقهى,9/15/2023,8:00 PM,9/15/2023,10:00 PM,,-,https://we.tl/t-Lb7denmk8v
Ahlan@kon.sa,مقهى ايفينك,جلسة حوارية,النثر الغير خيالي,الرياض,الزلفي,فعالية,من القلب للوطن,نستضيف الشاعر والكاتب احمد العامر والشاعر أحمد السكران لنتحدث حول الكتابة للوطن وأرض الكاتب والمشاعر التي تحفز الكاتب ونستعرض بعض أهم القصائد التي كتبت في الوطن وبعض من قصائدهم الوطنية.,9/22/2023,8:00 PM,9/22/2023,10:00 PM,,"أحمد العامر
احمد السكران",https://x.com/evincksa/status/1709476836558635339?s=46&t=718Vo3khKigBPaaO026FBw
Ahlan@kon.sa,مقهى ايفينك,جلسة حوارية,النثر الغير خيالي,الرياض,الزلفي,فعالية,كتاب من المكتبة,يختار مدير الجلسة كتاب من مكتبة المقهى للتحدث حوله وحول مؤلفه ويعد ملخصاً له ويطرح النقاش بين الحضور,10/19/2023,8:00 PM,10/19/2023,10:00 PM,,صالح الميموني,https://drive.google.com/drive/folders/1GA3BBY6Jew3OKUiJOBiZyYal7f7fHEQP?usp=drive_link
Ahlan@kon.sa,مقهى ايفينك,حلقة نقاشية,النثر الغير خيالي,الرياض,الزلفي,فعالية,يوتوبيا,استعراض ونقاش لرواية يوتوبيا للكاتب أحمد خالد مع عرض مرئي حول الرواية.,10/20/2023,8:00 PM,10/20/2023,10:00 PM,,صالح الميموني,https://drive.google.com/drive/folders/1-2Yt5ahwvS0HMLxnyI5be0Kkgga4tT9k?usp=drive_link
Ahlan@kon.sa,مقهى ايفينك,ورشة عمل,النثر الغير خيالي,الرياض,الزلفي,فعالية,كتاب من المنزل,يشارك الحضور بملخص من كتبهم الخاصة بالمنزل,10/20/2023,8:00 PM,10/20/2023,10:00 PM,,صالح الميموني,https://drive.google.com/drive/folders/1-2l_7AziAHfR2FeDJSVIPz4--GM1bcFw?usp=drive_link
Ahlan@kon.sa,مقهى ايفينك,جلسة حوارية,ادب الأطفال واليافعين,الرياض,الزلفي,فعالية,"تجربتي من أين ,, إلى أين",في هذه المحاضرة يأخذ اليوسف بأيدينا إلى مرافئ البدايات الأدبية والكتابية .. متى بدأ يكتب ؟ ولماذا ؟وماهي الاحاسيس التي ترافقه مع كل إصدار له مرورا بمحطاته الأدبية ونقف معه على آخر إصداراته الإبداعية رواية ( ارتحالات يعقوب النجدي ) ورؤيته كخبير للمشهد الأدبي والثقافي المحلي مع التحولات والمتغيرات التي نعيشها وفقاً لمستهدفات وزارة الثقافة وتحقيقا ً لرؤية المملكة 2030 م .. اضافة إلى فتح نافذة موازية عن جمعية الأدب التي ينتسب هو لعضويتها وتطلعاتها وخدماتها,11/29/2023,8:00 PM,11/29/2023,10:00 PM,,خالد اليوسف,https://firebasestorage.googleapis.com/v0/b/domais-events-management.appspot.com/o/users%2FbGc1hYTHMBSYw6PsZHM9sdjXx1B3%2Fuploads%2F1701594218828000.mp4?alt=media&token=2c37ad56-40de-4c83-9f30-0ae371573a85
